0.770607,-0.637310,0.495848,-1.598823
0.794770,-0.606911,0.297209,-1.474340
0.789508,-0.613740,0.112380,-1.349605
0.757508,-0.652826,-0.057263,-1.232610
0.698167,-0.715935,-0.212300,-1.129515
0.611053,-0.791590,-0.356143,-1.045622
0.498447,-0.866920,-0.494600,-0.984638
0.366029,-0.930604,-0.633817,-0.948157
0.221393,-0.975185,-0.777850,-0.936268
0.071503,-0.997440,-0.927309,-0.948718
-0.079324,-0.996849,-1.079261,-0.985568
-0.230119,-0.973163,-1.227397,-1.046886
-0.382863,-0.923805,-1.361090,-1.131342
-0.540854,-0.841116,-1.461190,-1.232246
-0.700235,-0.713912,-1.491603,-1.325253
-0.829093,-0.559110,-1.422481,-1.364027
-0.904812,-0.425811,-1.291086,-1.348195
-0.943125,-0.332440,-1.139710,-1.312926
-0.960529,-0.278181,-0.983002,-1.277929
-0.965366,-0.260898,-0.825768,-1.251106
-0.960333,-0.278856,-0.670292,-1.235870
-0.944080,-0.329716,-0.518019,-1.234410
-0.912406,-0.409286,-0.369598,-1.249143
-0.859773,-0.510676,-0.224566,-1.283019
-0.781081,-0.624430,-0.081477,-1.338961
-0.672901,-0.739733,0.061103,-1.418878
-0.533265,-0.845948,0.202977,-1.522666
-0.359768,-0.933042,0.340518,-1.646904
-0.146592,-0.989197,0.464235,-1.780961
0.115439,-0.993315,0.553854,-1.892087
0.400597,-0.916254,0.586036,-1.898910
0.623987,-0.781435,0.585725,-1.780702
0.771150,-0.636653,0.585507,-1.619270
0.866880,-0.498517,0.589061,-1.459151
0.927801,-0.373076,0.594659,-1.315952
0.964505,-0.264063,0.600819,-1.195584
0.984681,-0.174364,0.606789,-1.100213
0.994347,-0.106180,0.612359,-1.030347
0.998136,-0.061022,0.617606,-0.985790
0.999209,-0.039772,0.622680,-0.966177
0.999083,-0.042806,0.627678,-0.971277
0.997541,-0.070084,0.632592,-1.001111
0.992632,-0.121164,0.637332,-1.055916
0.980776,-0.195138,0.641810,-1.135936
0.956863,-0.290540,0.646091,-1.241024
0.914176,-0.405318,0.650578,-1.369951
0.843719,-0.536786,0.656178,-1.519043
0.732195,-0.681095,0.664129,-1.678776
0.558086,-0.829783,0.673569,-1.823093
0.303252,-0.952910,0.666205,-1.884718
0.025169,-0.999683,0.600182,-1.817828
-0.211733,-0.977328,0.483057,-1.696541
-0.407491,-0.913209,0.342702,-1.574429
-0.569009,-0.822331,0.193746,-1.469019
-0.698988,-0.715133,0.042463,-1.386140
-0.798370,-0.602168,-0.109556,-1.327106
-0.868945,-0.494908,-0.263334,-1.290668
-0.914552,-0.404469,-0.420638,-1.273979
-0.940466,-0.339889,-0.582496,-1.273622
-0.951616,-0.307289,-0.748617,-1.286468
-0.950644,-0.310284,-0.917581,-1.309738
-0.936292,-0.351222,-1.086970,-1.339805
-0.901656,-0.432453,-1.252043,-1.369059
-0.831627,-0.555335,-1.399092,-1.378732
-0.709855,-0.704348,-1.487262,-1.333346
-0.556972,-0.830531,-1.474075,-1.229182
-0.406462,-0.913668,-1.386197,-1.113968
-0.262745,-0.964865,-1.261504,-1.014664
-0.121782,-0.992557,-1.120329,-0.938680
0.019622,-0.999807,-0.974035,-0.887355
0.162165,-0.986764,-0.829805,-0.860293
0.303444,-0.952849,-0.691949,-0.856969
0.438009,-0.898971,-0.561760,-0.877454
0.558588,-0.829446,-0.437092,-0.922299
0.658324,-0.752735,-0.312740,-0.991557
0.732923,-0.680312,-0.182150,-1.083600
0.781331,-0.624116,-0.039846,-1.194790
0.804453,-0.594017,0.116979,-1.320225
0.802545,-0.596592,0.288544,-1.454382
0.772100,-0.635501,0.473606,-1.589913
0.701772,-0.712401,0.669546,-1.711882
0.567219,-0.823567,0.864319,-1.778413
0.366752,-0.930319,0.999917,-1.704336
0.179593,-0.983741,1.028448,-1.512367
0.036324,-0.999340,0.990394,-1.298925
-0.076112,-0.997099,0.918757,-1.098277
-0.168380,-0.985722,0.829453,-0.919925
-0.247399,-0.968914,0.731886,-0.766424
-0.317722,-0.948184,0.632831,-0.637622
-0.382177,-0.924089,0.537736,-0.531966
-0.442111,-0.896961,0.451044,-0.447210
-0.497602,-0.867405,0.376148,-0.381031
-0.547848,-0.836578,0.315277,-0.331588
-0.591670,-0.806181,0.269501,-0.297865
-0.627968,-0.778240,0.238915,-0.279727
-0.655978,-0.754780,0.222907,-0.277747
-0.675298,-0.737545,0.220435,-0.292953
-0.685773,-0.727816,0.230213,-0.326604
-0.687318,-0.726357,0.250799,-0.380038
-0.679750,-0.733444,0.280583,-0.454589
-0.662623,-0.748953,0.317692,-0.551515
-0.635051,-0.772470,0.359880,-0.671908
-0.595505,-0.803352,0.404408,-0.816538
-0.541523,-0.840686,0.447921,-0.985601
-0.469248,-0.883066,0.486181,-1.178286
-0.372526,-0.928022,0.513413,-1.391822
-0.240949,-0.970538,0.520579,-1.618669
-0.056003,-0.998431,0.490725,-1.835741
0.198010,-0.980200,0.394673,-1.960671
0.434214,-0.900810,0.253297,-1.884308
0.583401,-0.812184,0.127886,-1.702412
0.673732,-0.738976,0.023794,-1.498964
0.726614,-0.687046,-0.063690,-1.299760
0.752772,-0.658281,-0.137309,-1.114083
0.757546,-0.652782,-0.198376,-0.946403
0.743381,-0.668868,-0.248028,-0.799669
0.711254,-0.702935,-0.288387,-0.676140
0.661786,-0.749693,-0.323219,-0.577163
0.596135,-0.802884,-0.357725,-0.502631
0.516582,-0.856238,-0.397555,-0.450830
0.426682,-0.904402,-0.447587,-0.418960
0.330971,-0.943641,-0.511027,-0.404160
0.234232,-0.972181,-0.589068,-0.404574
0.140565,-0.990072,-0.681017,-0.419980
0.052569,-0.998617,-0.784691,-0.451812
-0.029041,-0.999578,-0.896823,-0.502634
-0.105366,-0.994433,-1.013341,-0.575408
-0.179012,-0.983847,-1.129408,-0.672806
-0.253788,-0.967260,-1.239124,-0.796637
-0.334636,-0.942347,-1.334625,-0.947166
-0.427746,-0.903899,-1.403785,-1.121495
-0.539708,-0.841853,-1.424451,-1.307931
-0.666336,-0.745652,-1.357467,-1.468381
-0.768590,-0.639741,-1.189162,-1.547001
-0.822697,-0.568480,-0.973487,-1.557046
-0.840151,-0.542353,-0.748081,-1.538106
-0.829967,-0.557813,-0.525212,-1.510243
-0.793619,-0.608416,-0.309564,-1.483453
-0.728734,-0.684797,-0.102815,-1.464685
-0.632613,-0.774468,0.095613,-1.459805
-0.504731,-0.863277,0.287660,-1.473290
-0.347218,-0.937784,0.474699,-1.507392
-0.163181,-0.986596,0.655114,-1.561395
0.045783,-0.998951,0.821603,-1.629906
0.279611,-0.960113,0.956566,-1.696138
0.523169,-0.852229,1.029005,-1.714859
0.719841,-0.694139,1.033722,-1.643601
0.845040,-0.534704,1.010679,-1.520890
0.919430,-0.393254,0.981594,-1.391320
0.961748,-0.273937,0.951534,-1.273884
0.984022,-0.178047,0.921465,-1.176089
0.994338,-0.106264,0.891496,-1.100962
0.998258,-0.059006,0.861599,-1.049624
0.999333,-0.036519,0.831760,-1.022378
0.999243,-0.038909,0.801989,-1.019261
0.997813,-0.066101,0.772284,-1.040337
0.993050,-0.117689,0.742604,-1.085820
0.981256,-0.192706,0.712875,-1.156019
0.957214,-0.289382,0.683055,-1.251067
0.914315,-0.405005,0.653317,-1.370344
0.844294,-0.535880,0.624297,-1.511381
0.735943,-0.677044,0.597283,-1.667384
0.572122,-0.820169,0.573491,-1.820168
0.332044,-0.943264,0.546888,-1.919912
0.046852,-0.998902,0.485550,-1.897537
-0.206146,-0.978521,0.375904,-1.791675
-0.411624,-0.911354,0.239318,-1.670481
-0.577193,-0.816608,0.091425,-1.560214
-0.707468,-0.706745,-0.060843,-1.469554
-0.805075,-0.593173,-0.215340,-1.400770
-0.873169,-0.487418,-0.372360,-1.352976
-0.916463,-0.400119,-0.532826,-1.323602
-0.940552,-0.339650,-0.697033,-1.309547
-0.950210,-0.311611,-0.864205,-1.307905
-0.947614,-0.319417,-1.032574,-1.315802
-0.930792,-0.365548,-1.199078,-1.328888
-0.891791,-0.452447,-1.356931,-1.337685
-0.815275,-0.579074,-1.486257,-1.320548
-0.693651,-0.720311,-1.541804,-1.250062
-0.553174,-0.833066,-1.503888,-1.143135
-0.415326,-0.909673,-1.406870,-1.039438
-0.280646,-0.959811,-1.280638,-0.955719
-0.145623,-0.989340,-1.141286,-0.896306
-0.007884,-0.999969,-0.998273,-0.861659
0.132525,-0.991180,-0.857629,-0.851196
0.272517,-0.962151,-0.722701,-0.864475
0.406060,-0.913846,-0.593866,-0.901688
0.525447,-0.850826,-0.468206,-0.963315
0.623527,-0.781802,-0.340108,-1.049026
0.695719,-0.718314,-0.203128,-1.156578
0.740457,-0.672103,-0.052281,-1.281665
0.757647,-0.652665,0.114738,-1.418608
0.745737,-0.666240,0.297951,-1.560381
0.697893,-0.716202,0.496011,-1.695612
0.596544,-0.802580,0.703911,-1.796800
0.420656,-0.907220,0.890235,-1.790111
0.226025,-0.974122,0.982467,-1.628182
0.077406,-0.997000,0.988902,-1.408309
-0.032003,-0.999488,0.949631,-1.190264
-0.115082,-0.993356,0.884916,-0.991150
-0.180347,-0.983603,0.805559,-0.816301
-0.233573,-0.972339,0.718695,-0.667078
-0.278867,-0.960330,0.629840,-0.542895
-0.319083,-0.947727,0.543583,-0.441952
-0.355949,-0.934505,0.463747,-0.361707
-0.390165,-0.920745,0.393345,-0.299365
-0.421588,-0.906787,0.334532,-0.252354
-0.449550,-0.893255,0.288659,-0.218683
-0.473186,-0.880963,0.256425,-0.197100
-0.491699,-0.870765,0.238064,-0.187065
-0.504513,-0.863404,0.233518,-0.188638
-0.511314,-0.859394,0.242540,-0.202352
-0.512025,-0.858971,0.264711,-0.229144
-0.506724,-0.862108,0.299380,-0.270335
-0.495517,-0.868598,0.345522,-0.327624
-0.478349,-0.878170,0.401570,-0.403046
-0.454776,-0.890606,0.465279,-0.498815
-0.423727,-0.905790,0.533680,-0.617048
-0.383305,-0.923622,0.603119,-0.759408
-0.330585,-0.943776,0.669270,-0.926724
-0.261280,-0.965263,0.726904,-1.118537
-0.168983,-0.985619,0.769056,-1.332148
-0.043433,-0.999056,0.784658,-1.559650
0.132007,-0.991249,0.751996,-1.775859
0.359282,-0.933229,0.634053,-1.894739
0.548394,-0.836220,0.453671,-1.831724
0.657244,-0.753678,0.277840,-1.678909
0.713902,-0.700246,0.119232,-1.504216
0.735542,-0.677480,-0.022215,-1.330017
0.729537,-0.683941,-0.146827,-1.165589
0.698448,-0.715661,-0.255194,-1.016605
0.643039,-0.765834,-0.349526,-0.887552
0.564586,-0.825374,-0.434458,-0.781678
0.466404,-0.884572,-0.516466,-0.700273
0.354149,-0.935189,-0.602087,-0.642591
0.234857,-0.972030,-0.696074,-0.606836
0.115282,-0.993333,-0.800456,-0.591555
0.000374,-1.000000,-0.914626,-0.596546
-0.107466,-0.994209,-1.035979,-0.622909
-0.208316,-0.978062,-1.160488,-0.672499
-0.304216,-0.952603,-1.282891,-0.747188
-0.398626,-0.917114,-1.396242,-0.848107
-0.496015,-0.868314,-1.490362,-0.974491
-0.600952,-0.799285,-1.547938,-1.120562
-0.712491,-0.701681,-1.538106,-1.265915
-0.808554,-0.588422,-1.433566,-1.369037
-0.866246,-0.499618,-1.262532,-1.417745
-0.891075,-0.453855,-1.066968,-1.438265
-0.892789,-0.450474,-0.864853,-1.450084
-0.874358,-0.485282,-0.663142,-1.462721
-0.833682,-0.552245,-0.465164,-1.481865
-0.766213,-0.642586,-0.272362,-1.512133
-0.667413,-0.744688,-0.084828,-1.557458
-0.534353,-0.845261,0.097675,-1.620206
-0.365568,-0.930785,0.273834,-1.699658
-0.159221,-0.987243,0.438180,-1.789185
0.087356,-0.996177,0.577282,-1.867941
0.359155,-0.933278,0.670189,-1.883677
0.592103,-0.805862,0.720928,-1.797530
0.752911,-0.658123,0.759335,-1.658102
0.857782,-0.514013,0.796944,-1.512161
0.923867,-0.382713,0.835151,-1.378770
0.963071,-0.269248,0.873749,-1.265251
0.984216,-0.176969,0.912511,-1.174395
0.994147,-0.108040,0.951342,-1.107123
0.997971,-0.063664,0.990204,-1.063634
0.999015,-0.044369,1.029072,-1.043917
0.998733,-0.050328,1.067916,-1.047932
0.996663,-0.081627,1.106694,-1.075555
0.990374,-0.138417,1.145315,-1.126341
0.975284,-0.220957,1.183507,-1.199038
0.944146,-0.329528,1.220438,-1.290602
0.885846,-0.463979,1.253511,-1.393937
0.783655,-0.621197,1.274342,-1.492533
0.621215,-0.783640,1.258646,-1.554147
0.414698,-0.909959,1.175456,-1.558994
0.202987,-0.979181,1.033535,-1.536129
0.002355,-0.999997,0.859309,-1.515390
-0.182327,-0.983238,0.668341,-1.508940
-0.345988,-0.938239,0.466982,-1.520544
-0.482563,-0.875861,0.256204,-1.549823
-0.586952,-0.809622,0.034296,-1.593236
-0.656525,-0.754304,-0.200616,-1.644331
-0.690399,-0.723428,-0.448501,-1.693730
-0.686295,-0.727323,-0.705666,-1.727135
-0.636968,-0.770890,-0.959442,-1.717469
-0.541205,-0.840891,-1.170075,-1.618401
-0.438308,-0.898825,-1.287823,-1.426389
-0.363250,-0.931692,-1.325243,-1.204766
-0.314830,-0.949148,-1.313899,-0.992303
-0.284817,-0.958582,-1.272557,-0.802473
-0.266117,-0.963941,-1.212153,-0.639878
-0.252979,-0.967472,-1.139956,-0.505657
-0.240637,-0.970615,-1.061292,-0.399191
-0.225110,-0.974333,-0.980265,-0.318788
-0.203124,-0.979153,-0.900113,-0.262071
-0.172108,-0.985078,-0.823421,-0.226269
-0.130247,-0.991482,-0.752289,-0.208498
-0.076616,-0.997061,-0.688457,-0.206080
-0.011355,-0.999936,-0.633372,-0.216931
0.064160,-0.997940,-0.588133,-0.239973
0.147248,-0.989100,-0.553299,-0.275493
0.234021,-0.972232,-0.528521,-0.325293
0.319700,-0.947519,-0.512107,-0.392454
0.399082,-0.916915,-0.500736,-0.480650
0.467104,-0.884202,-0.489587,-0.593099
0.519326,-0.854576,-0.473075,-0.731536
0.552149,-0.833746,-0.445932,-0.895666
0.562515,-0.826787,-0.404033,-1.083272
0.546956,-0.837161,-0.344366,-1.290531
0.499869,-0.866101,-0.264004,-1.511467
0.410453,-0.911882,-0.158221,-1.734444
0.257311,-0.966329,-0.018255,-1.927611
0.025201,-0.999682,0.155707,-1.991130
-0.191855,-0.981423,0.303593,-1.850061
-0.331646,-0.943404,0.398535,-1.626658
-0.417341,-0.908750,0.458062,-1.392143
-0.465998,-0.884786,0.493069,-1.167965
-0.486733,-0.873551,0.509302,-0.962520
-0.484922,-0.874557,0.510609,-0.780125
-0.464351,-0.885651,0.500597,-0.623209
-0.428307,-0.903633,0.483341,-0.492660
-0.380080,-0.924953,0.463358,-0.387727
-0.323089,-0.946368,0.445067,-0.306107
-0.260794,-0.965394,0.432160,-0.244413
-0.196567,-0.980490,0.427212,-0.198889
